Ano,Homicídio Doloso por 100 mil habitantes,Furto por 100 mil habitantes,Roubo por 100 mil habitantes,Furto e Roubo de Veículo por 100 mil habitantes,Furto por 100 mil veículos,Roubo por 100 mil veículos,Furto e Roubo de Veículo por 100 mil veículos,Cidade,Regiao
"2018,""8,06"",""514,35"",""434,44"",""200,77"",""279,19"",""262,87"",""542,06"",Franco da Rocha,Grande São Paulo (exclui a Capital)"
None,None,None,None,None,None,None,None,Guararema,Grande São Paulo (exclui a Capital)
"1999,""58,03"",""406,00"",""632,22"",""709,01"",-,-,-,Guarulhos,Grande São Paulo (exclui a Capital)"
"2000,""48,02"",""445,98"",""553,36"",""652,49"",-,-,-,Guarulhos,Grande São Paulo (exclui a Capital)"
"2001,""47,31"",""628,79"",""502,42"",""620,23"",""1.459,14"",""1.720,02"",""3.179,16"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2002,""53,24"",""708,50"",""502,78"",""494,26"",""1.221,76"",""1.154,18"",""2.375,94"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2003,""43,65"",""714,18"",""543,32"",""442,07"",""979,96"",""1.029,57"",""2.009,53"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2004,""33,98"",""700,51"",""441,06"",""447,15"",""1.033,01"",""878,00"",""1.911,02"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2005,""30,30"",""702,62"",""446,04"",""547,56"",""1.280,07"",""909,91"",""2.189,98"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2006,""30,68"",""733,46"",""434,46"",""461,44"",""938,94"",""773,99"",""1.712,93"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2007,""22,50"",""756,92"",""449,40"",""371,37"",""668,90"",""597,11"",""1.266,01"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2008,""21,39"",""836,85"",""481,64"",""374,84"",""660,42"",""525,58"",""1.186,00"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2009,""15,09"",""770,56"",""550,10"",""354,77"",""561,72"",""495,74"",""1.057,45"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2010,""13,44"",""788,35"",""503,58"",""365,95"",""489,35"",""517,52"",""1.006,87"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2011,""16,13"",""768,37"",""581,81"",""403,60"",""445,27"",""575,66"",""1.020,93"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2012,""14,43"",""857,37"",""596,25"",""554,48"",""555,14"",""752,09"",""1.307,22"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2013,""13,80"",""896,07"",""582,63"",""472,38"",""477,28"",""567,44"",""1.044,73"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2014,""14,12"",""810,57"",""498,85"",""582,96"",""655,94"",""627,28"",""1.283,22"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2015,""9,78"",""784,79"",""839,75"",""514,92"",""540,25"",""531,52"",""1.071,77"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2016,""9,84"",""782,19"",""833,85"",""496,04"",""547,46"",""466,09"",""1.013,55"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2017,""9,98"",""786,34"",""659,09"",""450,51"",""546,74"",""357,01"",""903,75"",Guarulhos,Grande São Paulo (exclui a Capital)"
"2018,""6,08"",""779,70"",""541,96"",""381,74"",""434,93"",""317,90"",""752,83"",Guarulhos,Grande São Paulo (exclui a Capital)"
"1999,""87,32"",""421,08"",""455,36"",""524,72"",-,-,-,Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2000,""76,17"",""422,05"",""428,27"",""580,61"",-,-,-,Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2001,""78,65"",""555,11"",""460,58"",""518,81"",""1.695,10"",""1.950,16"",""3.645,25"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2002,""47,38"",""544,89"",""371,65"",""359,07"",""900,81"",""1.512,97"",""2.413,78"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2003,""63,22"",""651,11"",""433,10"",""324,10"",""841,23"",""1.220,25"",""2.061,47"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2004,""49,33"",""702,79"",""313,86"",""288,84"",""673,98"",""1.071,46"",""1.745,44"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2005,""30,96"",""611,37"",""341,92"",""247,64"",""705,82"",""689,96"",""1.395,77"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2006,""31,87"",""558,39"",""326,30"",""295,82"",""758,02"",""790,66"",""1.548,67"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2007,""27,99"",""650,65"",""388,48"",""266,27"",""559,18"",""701,40"",""1.260,59"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2008,""23,56"",""630,13"",""439,61"",""301,60"",""785,21"",""498,64"",""1.283,85"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2009,""15,95"",""539,53"",""455,81"",""261,79"",""497,22"",""507,42"",""1.004,64"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2010,""19,03"",""560,34"",""465,86"",""255,89"",""346,22"",""497,68"",""843,90"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2011,""12,33"",""504,74"",""615,67"",""362,01"",""452,07"",""590,30"",""1.042,37"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2012,""16,68"",""629,28"",""656,86"",""389,37"",""369,00"",""635,41"",""1.004,42"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2013,""18,39"",""591,12"",""693,87"",""430,02"",""362,05"",""665,02"",""1.027,07"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2014,""14,42"",""472,23"",""637,79"",""420,80"",""381,47"",""618,40"",""999,87"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2015,""13,02"",""585,35"",""616,35"",""417,31"",""477,20"",""464,61"",""941,81"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2016,""12,89"",""718,20"",""863,07"",""362,78"",""393,20"",""413,67"",""806,87"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2017,""10,94"",""496,48"",""621,05"",""263,13"",""247,63"",""331,95"",""579,58"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"2018,""7,16"",""423,72"",""642,14"",""239,31"",""238,62"",""284,26"",""522,88"",Itapecerica da Serra,Grande São Paulo (exclui a Capital)"
"1999,""91,45"",""504,93"",""611,84"",""240,87"",-,-,-,Itapevi,Grande São Paulo (exclui a Capital)"
"2000,""70,46"",""687,28"",""512,99"",""291,72"",-,-,-,Itapevi,Grande São Paulo (exclui a Capital)"
"2001,""68,78"",""781,29"",""521,86"",""226,84"",""790,51"",""978,73"",""1.769,25"",Itapevi,Grande São Paulo (exclui a Capital)"
"2002,""67,19"",""696,66"",""377,21"",""219,25"",""912,22"",""666,13"",""1.578,34"",Itapevi,Grande São Paulo (exclui a Capital)"
"2003,""49,56"",""878,74"",""444,27"",""199,95"",""820,67"",""535,39"",""1.356,05"",Itapevi,Grande São Paulo (exclui a Capital)"
"2004,""39,46"",""933,47"",""383,31"",""218,15"",""958,07"",""425,41"",""1.383,48"",Itapevi,Grande São Paulo (exclui a Capital)"
"2005,""31,44"",""675,75"",""320,50"",""214,59"",""819,83"",""430,81"",""1.250,64"",Itapevi,Grande São Paulo (exclui a Capital)"
"2006,""37,27"",""641,12"",""280,32"",""197,68"",""725,44"",""336,60"",""1.062,04"",Itapevi,Grande São Paulo (exclui a Capital)"
"2007,""28,05"",""694,84"",""277,83"",""158,23"",""444,19"",""319,11"",""763,30"",Itapevi,Grande São Paulo (exclui a Capital)"
"2008,""14,01"",""574,30"",""318,54"",""156,16"",""401,77"",""277,63"",""679,40"",Itapevi,Grande São Paulo (exclui a Capital)"
"2009,""16,79"",""653,80"",""436,54"",""175,53"",""426,29"",""280,78"",""707,07"",Itapevi,Grande São Paulo (exclui a Capital)"
"2010,""13,47"",""422,62"",""371,23"",""140,21"",""388,13"",""126,33"",""514,45"",Itapevi,Grande São Paulo (exclui a Capital)"
"2011,""18,14"",""380,93"",""338,28"",""129,43"",""261,69"",""164,77"",""426,46"",Itapevi,Grande São Paulo (exclui a Capital)"
"2012,""21,20"",""353,57"",""370,91"",""152,22"",""232,29"",""220,82"",""453,11"",Itapevi,Grande São Paulo (exclui a Capital)"
"2013,""16,09"",""592,57"",""361,60"",""151,93"",""212,33"",""205,82"",""418,15"",Itapevi,Grande São Paulo (exclui a Capital)"
"2014,""20,00"",""470,62"",""440,86"",""225,55"",""372,17"",""245,99"",""618,16"",Itapevi,Grande São Paulo (exclui a Capital)"
"2015,""14,16"",""488,00"",""458,76"",""298,37"",""485,21"",""263,83"",""749,04"",Itapevi,Grande São Paulo (exclui a Capital)"
"2016,""12,13"",""551,91"",""532,13"",""286,29"",""426,85"",""281,23"",""708,08"",Itapevi,Grande São Paulo (exclui a Capital)"
"2017,""15,91"",""558,77"",""510,14"",""226,34"",""299,66"",""250,25"",""549,91"",Itapevi,Grande São Paulo (exclui a Capital)"
"2018,""11,73"",""415,24"",""453,46"",""233,25"",""344,79"",""211,22"",""556,02"",Itapevi,Grande São Paulo (exclui a Capital)"
"1999,""70,60"",""455,78"",""716,06"",""346,39"",-,-,-,Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2000,""75,98"",""400,54"",""479,84"",""375,10"",-,-,-,Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2001,""75,36"",""480,31"",""423,34"",""335,35"",""1.884,22"",""3.626,24"",""5.510,46"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2002,""68,98"",""582,64"",""413,19"",""252,23"",""1.416,74"",""2.078,53"",""3.495,27"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2003,""57,34"",""733,98"",""465,69"",""288,80"",""1.537,17"",""1.952,96"",""3.490,13"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2004,""44,42"",""687,54"",""372,13"",""249,46"",""1.200,70"",""1.455,39"",""2.656,09"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2005,""39,00"",""563,44"",""322,06"",""263,23"",""987,02"",""1.522,19"",""2.509,21"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2006,""38,05"",""569,81"",""342,81"",""258,10"",""1.093,18"",""1.115,83"",""2.209,01"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2007,""23,78"",""521,42"",""287,25"",""225,05"",""755,02"",""949,94"",""1.704,95"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2008,""16,35"",""472,31"",""288,90"",""223,17"",""674,33"",""815,62"",""1.489,95"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2009,""20,85"",""440,06"",""421,74"",""307,70"",""924,03"",""939,34"",""1.863,37"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2010,""20,23"",""361,31"",""311,21"",""262,04"",""544,73"",""816,29"",""1.361,03"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2011,""21,16"",""272,94"",""394,38"",""307,29"",""444,81"",""918,18"",""1.362,99"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2012,""19,04"",""246,60"",""361,44"",""338,47"",""264,74"",""1.053,08"",""1.317,82"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2013,""20,55"",""279,64"",""487,81"",""354,39"",""195,42"",""1.054,83"",""1.250,25"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2014,""15,26"",""244,75"",""728,39"",""518,27"",""585,65"",""1.232,03"",""1.817,68"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2015,""14,17"",""516,79"",""576,66"",""470,52"",""693,59"",""833,44"",""1.527,03"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2016,""12,83"",""565,59"",""717,32"",""399,87"",""518,50"",""745,74"",""1.264,25"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2017,""9,85"",""559,77"",""711,95"",""423,63"",""507,00"",""795,98"",""1.302,98"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"2018,""11,66"",""654,07"",""795,38"",""446,13"",""578,93"",""746,34"",""1.325,26"",Itaquaquecetuba,Grande São Paulo (exclui a Capital)"
"1999,""60,29"",""575,60"",""596,07"",""369,70"",-,-,-,Jandira,Grande São Paulo (exclui a Capital)"
"2000,""49,24"",""658,69"",""572,25"",""349,04"",-,-,-,Jandira,Grande São Paulo (exclui a Capital)"
"2001,""52,42"",""723,25"",""543,51"",""346,65"",""1.299,34"",""976,26"",""2.275,60"",Jandira,Grande São Paulo (exclui a Capital)"
"2002,""51,44"",""789,48"",""512,33"",""293,96"",""1.121,19"",""594,29"",""1.715,48"",Jandira,Grande São Paulo (exclui a Capital)"
"2003,""44,35"",""836,43"",""445,54"",""298,06"",""1.100,96"",""489,93"",""1.590,88"",Jandira,Grande São Paulo (exclui a Capital)"
"2004,""32,42"",""844,94"",""375,87"",""270,50"",""978,54"",""347,71"",""1.326,25"",Jandira,Grande São Paulo (exclui a Capital)"
"2005,""29,88"",""634,37"",""339,59"",""241,00"",""834,21"",""268,95"",""1.103,16"",Jandira,Grande São Paulo (exclui a Capital)"
"2006,""31,37"",""689,08"",""357,77"",""185,26"",""554,54"",""227,61"",""782,16"",Jandira,Grande São Paulo (exclui a Capital)"
"2007,""19,32"",""646,21"",""356,43"",""180,63"",""415,62"",""266,14"",""681,76"",Jandira,Grande São Paulo (exclui a Capital)"
"2008,""13,33"",""694,92"",""423,62"",""167,54"",""393,82"",""183,78"",""577,60"",Jandira,Grande São Paulo (exclui a Capital)"
"2009,""17,82"",""712,89"",""616,28"",""220,43"",""402,16"",""303,12"",""705,28"",Jandira,Grande São Paulo (exclui a Capital)"
"2010,""5,55"",""616,48"",""429,78"",""148,81"",""291,17"",""146,95"",""438,12"",Jandira,Grande São Paulo (exclui a Capital)"
"2011,""18,23"",""537,73"",""461,17"",""205,07"",""332,23"",""225,62"",""557,84"",Jandira,Grande São Paulo (exclui a Capital)"
"2012,""20,67"",""683,93"",""410,72"",""212,10"",""346,13"",""198,45"",""544,58"",Jandira,Grande São Paulo (exclui a Capital)"
"2013,""18,61"",""412,09"",""388,16"",""214,46"",""308,36"",""217,16"",""525,52"",Jandira,Grande São Paulo (exclui a Capital)"
"2014,""22,72"",""535,69"",""593,37"",""292,75"",""393,18"",""322,66"",""715,84"",Jandira,Grande São Paulo (exclui a Capital)"
"2015,""11,20"",""617,00"",""542,89"",""233,53"",""343,52"",""188,45"",""531,97"",Jandira,Grande São Paulo (exclui a Capital)"
"2016,""5,96"",""574,38"",""662,88"",""249,32"",""388,49"",""169,49"",""557,98"",Jandira,Grande São Paulo (exclui a Capital)"
"2017,""18,49"",""542,81"",""577,26"",""189,90"",""244,71"",""171,11"",""415,82"",Jandira,Grande São Paulo (exclui a Capital)"
"2018,""12,42"",""529,85"",""422,22"",""204,49"",""298,99"",""140,59"",""439,58"",Jandira,Grande São Paulo (exclui a Capital)"
None,None,None,None,None,None,None,None,Juquitiba,Grande São Paulo (exclui a Capital)
None,None,None,None,None,None,None,None,Mairiporã,Grande São Paulo (exclui a Capital)
"1999,""51,94"",""560,00"",""516,81"",""634,80"",-,-,-,Mauá,Grande São Paulo (exclui a Capital)"
"2000,""46,08"",""585,82"",""474,06"",""684,33"",-,-,-,Mauá,Grande São Paulo (exclui a Capital)"
"2001,""49,85"",""711,46"",""457,87"",""603,09"",""1.015,71"",""2.081,51"",""3.097,22"",Mauá,Grande São Paulo (exclui a Capital)"
"2002,""48,01"",""711,08"",""430,22"",""647,60"",""996,81"",""2.114,06"",""3.110,87"",Mauá,Grande São Paulo (exclui a Capital)"
"2003,""37,84"",""837,01"",""504,57"",""623,35"",""1.004,64"",""1.808,82"",""2.813,46"",Mauá,Grande São Paulo (exclui a Capital)"
"2004,""27,97"",""898,30"",""427,65"",""559,76"",""1.067,02"",""1.288,27"",""2.355,29"",Mauá,Grande São Paulo (exclui a Capital)"
"2005,""22,73"",""755,64"",""394,80"",""427,74"",""742,19"",""951,50"",""1.693,68"",Mauá,Grande São Paulo (exclui a Capital)"
"2006,""21,16"",""757,82"",""393,52"",""459,02"",""728,14"",""979,29"",""1.707,43"",Mauá,Grande São Paulo (exclui a Capital)"
"2007,""19,90"",""710,05"",""394,94"",""387,23"",""648,51"",""683,59"",""1.332,10"",Mauá,Grande São Paulo (exclui a Capital)"
"2008,""20,63"",""645,79"",""420,54"",""350,77"",""536,47"",""578,64"",""1.115,10"",Mauá,Grande São Paulo (exclui a Capital)"
"2009,""16,51"",""691,87"",""448,54"",""417,45"",""653,00"",""588,72"",""1.241,72"",Mauá,Grande São Paulo (exclui a Capital)"
"2010,""7,92"",""745,83"",""462,57"",""389,36"",""535,02"",""541,66"",""1.076,68"",Mauá,Grande São Paulo (exclui a Capital)"
"2011,""11,16"",""743,90"",""525,22"",""483,19"",""544,60"",""702,03"",""1.246,63"",Mauá,Grande São Paulo (exclui a Capital)"
"2012,""14,09"",""729,96"",""632,49"",""619,10"",""576,98"",""933,36"",""1.510,34"",Mauá,Grande São Paulo (exclui a Capital)"
"2013,""12,31"",""885,82"",""585,90"",""736,21"",""748,06"",""959,87"",""1.707,93"",Mauá,Grande São Paulo (exclui a Capital)"
"2014,""9,88"",""779,00"",""818,76"",""853,92"",""831,88"",""1.144,63"",""1.976,51"",Mauá,Grande São Paulo (exclui a Capital)"
"2015,""10,46"",""755,55"",""857,83"",""744,41"",""712,71"",""905,96"",""1.618,67"",Mauá,Grande São Paulo (exclui a Capital)"
"2016,""6,31"",""838,91"",""982,18"",""794,76"",""815,15"",""871,57"",""1.686,72"",Mauá,Grande São Paulo (exclui a Capital)"
"2017,""10,05"",""761,98"",""824,27"",""700,14"",""722,82"",""728,37"",""1.451,19"",Mauá,Grande São Paulo (exclui a Capital)"
"2018,""7,69"",""702,83"",""687,22"",""727,01"",""831,60"",""647,74"",""1.479,34"",Mauá,Grande São Paulo (exclui a Capital)"
"1999,""16,44"",""975,26"",""406,98"",""249,09"",-,-,-,Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2000,""15,50"",""1.094,50"",""511,70"",""249,17"",-,-,-,Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2001,""11,91"",""1.260,28"",""416,12"",""265,51"",""883,70"",""206,56"",""1.090,27"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2002,""16,38"",""1.309,49"",""367,66"",""240,43"",""772,48"",""173,84"",""946,32"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2003,""18,69"",""1.350,35"",""408,41"",""241,60"",""764,62"",""142,56"",""907,18"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2004,""23,76"",""1.320,82"",""325,61"",""250,93"",""729,36"",""165,44"",""894,80"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2005,""17,53"",""1.229,43"",""380,04"",""286,84"",""768,54"",""202,50"",""971,04"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2006,""12,87"",""1.252,87"",""338,95"",""203,15"",""459,93"",""188,87"",""648,79"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2007,""7,82"",""1.117,68"",""321,30"",""197,75"",""469,24"",""115,71"",""584,95"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2008,""10,10"",""999,85"",""309,63"",""207,84"",""425,40"",""139,39"",""564,80"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2009,""9,43"",""969,15"",""353,51"",""254,27"",""489,12"",""156,17"",""645,29"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2010,""8,52"",""872,80"",""319,17"",""229,56"",""445,46"",""100,77"",""546,23"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2011,""8,17"",""916,42"",""344,01"",""263,88"",""457,72"",""130,21"",""587,93"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2012,""8,58"",""1.001,77"",""342,75"",""284,74"",""404,69"",""198,07"",""602,76"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2013,""9,47"",""950,15"",""356,18"",""218,84"",""289,08"",""148,53"",""437,61"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2014,""16,75"",""941,72"",""453,25"",""327,87"",""454,01"",""200,69"",""654,70"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2015,""12,17"",""747,13"",""379,28"",""305,28"",""428,31"",""145,51"",""573,82"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2016,""7,23"",""716,20"",""317,51"",""226,93"",""305,56"",""112,81"",""418,37"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2017,""4,53"",""746,15"",""316,10"",""236,24"",""320,25"",""107,47"",""427,71"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"2018,""5,85"",""723,63"",""251,67"",""196,42"",""249,05"",""100,95"",""350,00"",Mogi das Cruzes,Grande São Paulo (exclui a Capital)"
"1999,""33,76"",""932,53"",""736,67"",""741,05"",-,-,-,Osasco,Grande São Paulo (exclui a Capital)"
"2000,""37,22"",""831,65"",""713,22"",""756,28"",-,-,-,Osasco,Grande São Paulo (exclui a Capital)"
"2001,""50,40"",""747,77"",""705,77"",""820,17"",""2.092,89"",""1.556,08"",""3.648,97"",Osasco,Grande São Paulo (exclui a Capital)"
"2002,""54,82"",""728,07"",""643,40"",""648,27"",""1.542,29"",""1.139,71"",""2.682,00"",Osasco,Grande São Paulo (exclui a Capital)"
"2003,""41,92"",""880,57"",""651,20"",""556,41"",""1.335,73"",""845,63"",""2.181,36"",Osasco,Grande São Paulo (exclui a Capital)"
"2004,""14,55"",""429,40"",""333,49"",""304,55"",""639,91"",""485,39"",""1.125,30"",Osasco,Grande São Paulo (exclui a Capital)"
"2005,""11,64"",""454,75"",""327,65"",""376,01"",""772,85"",""523,74"",""1.296,59"",Osasco,Grande São Paulo (exclui a Capital)"
"2006,""11,16"",""631,10"",""387,71"",""503,98"",""1.088,35"",""522,48"",""1.610,83"",Osasco,Grande São Paulo (exclui a Capital)"
"2007,""17,92"",""855,43"",""544,54"",""533,85"",""1.021,05"",""533,54"",""1.554,60"",Osasco,Grande São Paulo (exclui a Capital)"
"2008,""15,94"",""887,31"",""629,17"",""570,99"",""989,89"",""531,60"",""1.521,49"",Osasco,Grande São Paulo (exclui a Capital)"
"2009,""15,17"",""844,94"",""643,69"",""614,26"",""991,37"",""505,93"",""1.497,30"",Osasco,Grande São Paulo (exclui a Capital)"
"2010,""9,15"",""792,95"",""623,14"",""513,19"",""738,67"",""389,45"",""1.128,12"",Osasco,Grande São Paulo (exclui a Capital)"
"2011,""10,93"",""848,80"",""583,33"",""546,95"",""706,92"",""400,92"",""1.107,85"",Osasco,Grande São Paulo (exclui a Capital)"
"2012,""13,00"",""922,37"",""703,73"",""637,53"",""815,06"",""381,04"",""1.196,10"",Osasco,Grande São Paulo (exclui a Capital)"
"2013,""12,98"",""992,52"",""713,14"",""760,72"",""890,91"",""458,96"",""1.349,87"",Osasco,Grande São Paulo (exclui a Capital)"
"2014,""9,23"",""1.008,66"",""1.262,35"",""884,64"",""941,17"",""610,99"",""1.552,16"",Osasco,Grande São Paulo (exclui a Capital)"
"2015,""10,40"",""972,27"",""1.187,74"",""720,10"",""712,01"",""488,13"",""1.200,14"",Osasco,Grande São Paulo (exclui a Capital)"
"2016,""7,26"",""951,00"",""1.368,17"",""761,10"",""726,65"",""523,56"",""1.250,20"",Osasco,Grande São Paulo (exclui a Capital)"
"2017,""9,91"",""899,36"",""1.441,10"",""710,64"",""747,14"",""404,24"",""1.151,39"",Osasco,Grande São Paulo (exclui a Capital)"
"2018,""7,98"",""899,31"",""1.169,64"",""672,71"",""744,87"",""324,19"",""1.069,06"",Osasco,Grande São Paulo (exclui a Capital)"
None,None,None,None,None,None,None,None,Pirapora do Bom Jesus,Grande São Paulo (exclui a Capital)
"1999,""18,19"",""847,57"",""504,05"",""373,49"",-,-,-,Poá,Grande São Paulo (exclui a Capital)"
"2000,""12,56"",""765,28"",""622,90"",""372,69"",-,-,-,Poá,Grande São Paulo (exclui a Capital)"
"2001,""18,61"",""885,07"",""627,61"",""311,22"",""1.375,08"",""963,33"",""2.338,41"",Poá,Grande São Paulo (exclui a Capital)"
"2002,""17,39"",""889,08"",""615,91"",""295,68"",""1.212,66"",""745,21"",""1.957,86"",Poá,Grande São Paulo (exclui a Capital)"
"2003,""21,27"",""1.081,52"",""667,34"",""349,37"",""1.112,46"",""973,40"",""2.085,85"",Poá,Grande São Paulo (exclui a Capital)"
"2004,""14,04"",""1.053,76"",""541,42"",""322,85"",""992,76"",""773,37"",""1.766,13"",Poá,Grande São Paulo (exclui a Capital)"
"2005,""10,92"",""989,43"",""527,96"",""396,96"",""1.067,23"",""900,01"",""1.967,25"",Poá,Grande São Paulo (exclui a Capital)"
"2006,""26,52"",""933,17"",""603,12"",""456,76"",""1.034,73"",""1.030,29"",""2.065,02"",Poá,Grande São Paulo (exclui a Capital)"
"2007,""10,69"",""967,07"",""507,35"",""296,44"",""638,16"",""578,33"",""1.216,50"",Poá,Grande São Paulo (exclui a Capital)"
"2008,""10,58"",""713,78"",""479,06"",""313,60"",""634,86"",""534,43"",""1.169,30"",Poá,Grande São Paulo (exclui a Capital)"
"2009,""6,67"",""628,94"",""554,61"",""383,08"",""695,45"",""629,53"",""1.324,98"",Poá,Grande São Paulo (exclui a Capital)"
"2010,""8,50"",""555,12"",""459,76"",""304,94"",""480,27"",""471,43"",""951,71"",Poá,Grande São Paulo (exclui a Capital)"
"2011,""12,16"",""566,74"",""450,77"",""358,18"",""472,00"",""555,14"",""1.027,14"",Poá,Grande São Paulo (exclui a Capital)"
"2012,""15,75"",""915,30"",""472,47"",""452,09"",""436,51"",""746,92"",""1.183,43"",Poá,Grande São Paulo (exclui a Capital)"
"2013,""10,09"",""906,69"",""558,88"",""482,71"",""447,04"",""740,56"",""1.187,60"",Poá,Grande São Paulo (exclui a Capital)"
"2014,""5,45"",""819,99"",""785,45"",""659,08"",""661,00"",""947,14"",""1.608,15"",Poá,Grande São Paulo (exclui a Capital)"
"2015,""5,40"",""832,10"",""964,47"",""627,67"",""783,12"",""653,29"",""1.436,40"",Poá,Grande São Paulo (exclui a Capital)"
"2016,""9,83"",""888,96"",""835,35"",""552,14"",""656,17"",""587,74"",""1.243,91"",Poá,Grande São Paulo (exclui a Capital)"
"2017,""7,09"",""848,25"",""932,46"",""624,00"",""689,33"",""689,33"",""1.378,66"",Poá,Grande São Paulo (exclui a Capital)"
"2018,""6,14"",""884,08"",""735,86"",""496,42"",""490,31"",""585,33"",""1.075,64"",Poá,Grande São Paulo (exclui a Capital)"
"1999,""22,55"",""802,89"",""471,54"",""456,83"",-,-,-,Ribeirão Pires,Grande São Paulo (exclui a Capital)"
"2000,""28,81"",""959,33"",""415,81"",""596,34"",-,-,-,Ribeirão Pires,Grande São Paulo (exclui a Capital)"
"2001,""20,87"",""1.145,10"",""501,87"",""529,38"",""1.126,08"",""1.387,33"",""2.513,40"",Ribeirão Pires,Grande São Paulo (exclui a Capital)"
"2002,""22,55"",""1.063,40"",""474,40"",""790,97"",""1.790,38"",""1.699,20"",""3.489,58"",Ribeirão Pires,Grande São Paulo (exclui a Capital)"
"2003,""25,13"",""1.142,09"",""521,25"",""672,97"",""1.929,78"",""900,30"",""2.830,08"",Ribeirão Pires,Grande São Paulo (exclui a Capital)"
"2004,""16,61"",""999,32"",""402,31"",""538,87"",""1.422,27"",""724,00"",""2.146,27"",Ribeirão Pires,Grande São Paulo (exclui a Capital)"
